,Structure_x,ID,Level_x,zscore_x,Level_y,Structure_y,zscore_y,uniprot
217515,parahippocampal gyrus,CDC25B,2.8898,1.0559171394942595,3.2913,basomedial nucleus,0.899984317585693,P30305
217971,parahippocampal gyrus,ZNF160,8.9368,1.2204372940321049,7.8839,lateral tuberal nucleus,0.8601686524104999,Q9HCG1
218081,parahippocampal gyrus,SLC12A7,2.5354,1.1893287504156658,3.0621,gigantocellular group,0.987827164932104,Q9Y666
218201,parahippocampal gyrus,TGFA,8.4676,1.0438099581282565,8.0689,tuberomammillary nucleus,0.9310714742215209,P01135
218271,parahippocampal gyrus,MAP3K12,8.629,1.1045679547499128,7.7823,CA1 field,0.8212295891888799,Q12852
218406,parahippocampal gyrus,CDH10,2.2792,1.2857736000716034,3.8361,caudal group of intralaminar nuclei,0.6911850888146426,Q9Y6N8
218730,short insular gyri,CDH9,8.8695,1.1951026399265448,6.5659,substantia nigra,0.3550339543190089,Q9ULB4
218740,parahippocampal gyrus,TLK2,11.9348,2.349015199061382,8.0477,trochlear nucleus,0.9229463941004747,A0A087WZ74
218750,parahippocampal gyrus,STC2,8.7297,1.1424758250089015,8.2307,tail of the caudate nucleus,0.9930826989189442,O76061
218800,parahippocampal gyrus,ZNF585B,9.8227,1.5539286769758796,7.8323,dentate gyrus,0.8403925140026693,Q52M93
219250,parahippocampal gyrus,PSMD9,8.4985,1.0554420652881649,7.8176,lateral tuberal nucleus,0.834758614107415,O00233
219562,parahippocampal gyrus,PSMD8,2.6356,1.1516091019553811,3.8372,"inferior frontal gyrus, opercular part",0.6907635044687391,P48556
219766,short insular gyri,PSMD4,2.6608,1.1421227233006988,3.1782,"inferior frontal gyrus, opercular part",0.9433308535144849,P55036
220054,long insular gyri,DOCK9,8.3564,1.001949430096484,8.0808,postcentral gyrus,0.9356322503272031,A0A088AWN3
220516,parahippocampal gyrus,MREG,2.8881,1.0565570936098532,4.7039,substantia nigra,0.35859336574651207,Q8N565
220526,parahippocampal gyrus,TSGA10,2.0518,1.3713768741221897,3.1516,trochlear nucleus,0.9535255295154208,Q9BZW7
220670,parahippocampal gyrus,AKNA,2.9353,1.0387889558121943,3.1799,postcentral gyrus,0.942679314070816,Q7Z591
220760,parahippocampal gyrus,CXCL8,2.5164,1.1964811787664185,3.0606,cochlear nuclei,0.9884020526765177,P10145
220805,parahippocampal gyrus,LRRC4C,2.8546,1.0691679541230223,3.0861,parolfactory gyri,0.9786289610214851,Q9HCJ2
221125,parahippocampal gyrus,ADNP2,8.7404,1.1465037715011674,7.8292,lateral tuberal nucleus,0.8392044126642144,Q6IQ32
221155,parahippocampal gyrus,TINF2,1.5817,1.5483430092637054,3.2429,dentate gyrus,0.9185340288054412,Q9BSI4
221165,parahippocampal gyrus,NRXN2,8.611,1.0977919699965688,8.0118,paraventricular nuclei of thalamus,0.9091874140841733,P58401
221197,parahippocampal gyrus,PPT2,10.2252,1.705447224932612,7.8101,"lateral group of nuclei, ventral division",0.8318841753853469,Q9UMR5
221736,parahippocampal gyrus,DSC2,2.9083,1.048952932942211,3.3374,substantia nigra,0.882316100907379,Q02487
221966,parahippocampal gyrus,EZH1,2.3287,1.267139641999906,3.4346,caudal group of intralaminar nuclei,0.8450633750693722,A0A0A0MSY9
222182,parahippocampal gyrus,ZBP1,8.449,1.0368081072164674,8.2105,"inferior frontal gyrus, opercular part",0.985340877294173,Q9H171
222522,parahippocampal gyrus,OPA1,2.7186,1.1203642833705145,3.258,substantia nigra,0.9127468255116767,O60313
222572,parahippocampal gyrus,OLR1,2.3476,1.2600248580088942,3.0853,VIIAt,0.9789355678185057,P78380
222582,parahippocampal gyrus,PRMT2,9.0646,1.2685467857808517,8.1814,paraterminal gyrus,0.9741880550525476,A0A087WYX1
223056,parahippocampal gyrus,ZBED5,8.3921,1.01538846652395,6.729,substantia nigra,0.41754341506159026,Q49AG3
223066,parahippocampal gyrus,ABL1,2.1802,1.3230415162149984,4.1246,pineal gland,0.5806150126390772,P00519
223136,parahippocampal gyrus,AOC1,10.5153,1.8146535125406822,7.9434,trochlear nucleus,0.8829725329389094,A0A087WY53
223440,parahippocampal gyrus,ABL2,8.419,1.0255147992942266,8.0327,lateral tuberal nucleus,0.9171975166563376,P42684
223620,parahippocampal gyrus,SLC4A1,2.56,1.1800682379194283,3.099,substantia nigra,0.9736849264195273,A0A0A0MS98
223630,parahippocampal gyrus,NAA10,2.4521,1.2206865020797548,3.1171,facial motor nucleus,0.9667479476369355,P41227
223680,parahippocampal gyrus,HIGD1A,2.5516,1.1832303641376556,3.7604,pineal gland,0.7201977569827198,Q9Y241
223720,parahippocampal gyrus,KRT13,1.9538,1.4082683466681767,3.187,VIIAt,0.939958178747258,P13646
223810,parahippocampal gyrus,UXT,1.91,1.4247565762346486,3.0629,posterior hypothalamic area,0.9875205581350834,Q9UBK9
223840,parahippocampal gyrus,TSC22D2,1.399,1.6171192545101525,4.9206,central glial substance,0.27554124960354826,O75157
223870,parahippocampal gyrus,BBS7,2.6917,1.1304906161407906,3.0684,fastigial nucleus,0.9854126364055665,Q8IWZ6
223930,parahippocampal gyrus,MC3R,1.8025,1.4652242629560117,3.1566,VIIAt,0.9516092370340419,P41968
224026,parahippocampal gyrus,RAN,2.6058,1.1628271211581405,3.1029,fastigial nucleus,0.9721902182840518,A0A087X0W0
224106,parahippocampal gyrus,IGF2R,2.2682,1.2899144796430917,3.0462,tuberomammillary nucleus,0.9939209750228892,P11717
224126,parahippocampal gyrus,IQGAP2,8.6526,1.1134520236487424,8.0155,paraventricular nuclei of thalamus,0.9106054705203938,Q13576
224176,parahippocampal gyrus,UPP1,2.4231,1.2316033664045878,3.0873,posterior hypothalamic area,0.9781690508259542,Q16831
224186,parahippocampal gyrus,NR1H2,9.2398,1.3344997040467388,8.2362,paraventricular nuclei of thalamus,0.995190620648461,P55055
224550,parahippocampal gyrus,GIN1,8.5155,1.0618416064441012,7.898,lateral tuberal nucleus,0.8655725972079886,Q9NXP7
224580,parahippocampal gyrus,PKD2L1,2.778,1.0980035336844776,3.031,CA1 field,0.9997465041662811,Q9P0L9
224652,parahippocampal gyrus,CCRL2,9.0549,1.2648952828859934,8.0723,dentate gyrus,0.932374553108859,O00421
224662,parahippocampal gyrus,TEK,2.2655,1.2909308773560935,3.1905,gracile nucleus,0.9386167740102925,Q02763
225042,parahippocampal gyrus,SLC28A1,2.676,1.1364007806200966,3.1738,substantia nigra,0.9450171908980983,O00337
225262,parahippocampal gyrus,C21orf2,8.6336,1.1062995952979897,8.2175,lateral tuberal nucleus,0.9880236867681034,O43822
225595,parahippocampal gyrus,CA1,2.7378,1.1131365663002804,3.0843,"inferior frontal gyrus, opercular part",0.9793188263147816,P00915
225631,parahippocampal gyrus,DPH2,2.0233,1.3821055166483187,3.7848,head of the caudate nucleus,0.7108462496735906,Q9BQC3
225651,parahippocampal gyrus,CDK8,2.0995,1.3534205145258267,4.7169,inferior olivary complex,0.35361100529492684,P49336
225721,parahippocampal gyrus,CDKN1A,9.4478,1.4127999723076092,7.9449,fastigial nucleus,0.8835474206833231,P38936
225903,subcallosal cingulate gyrus,DPH1,2.9989,1.0148471430170434,3.1342,postcentral gyrus,0.9601942273506197,A0A0A0MTR4
225933,parahippocampal gyrus,THTPA,1.6596,1.5190180530256194,4.8274,central glial substance,0.31126094145645206,Q9BU02
226429,parahippocampal gyrus,ZNF343,2.8345,1.0767344704309239,3.5079,substantia nigra,0.816970527292357,A0A087WZQ2
226519,parahippocampal gyrus,FBXL15,8.9945,1.2421580896025486,7.601,CA1 field,0.751744823814079,Q9H469
226747,parahippocampal gyrus,C19orf57,8.3855,1.0129039387810577,8.2144,postcentral gyrus,0.9868355854296484,Q0VDD7
226767,parahippocampal gyrus,TNFSF18,10.391,1.767861573382864,7.5063,central glial substance,0.715450244216762,Q9UNG2
226867,parahippocampal gyrus,SMAD9,9.8892,1.5789621762035142,7.1351,dentate gyrus,0.5731846903991887,O15198
226917,parahippocampal gyrus,SMAD7,1.7556,1.4828794676744483,3.0357,body of the caudate nucleus,0.997945189233785,O15105
226927,parahippocampal gyrus,MAFG,9.4688,1.4207052878531776,7.6543,paraventricular nuclei of thalamus,0.7721725016655787,O15525
226937,parahippocampal gyrus,PSD3,9.1109,1.2859761243408436,7.9287,paraventricular nuclei of thalamus,0.8773386330436554,A0A087WXD8
227420,parahippocampal gyrus,ZNF629,2.7692,1.101316237341668,3.1081,"inferior frontal gyrus, opercular part",0.9701972741034177,Q9UEG4
227843,parahippocampal gyrus,PPP1R13B,2.7365,1.1136259429769109,3.0961,substantia nigra,0.9747963760587273,Q96KQ4
227883,parahippocampal gyrus,SCAF1,2.0533,1.3708122087260777,3.1304,"globus pallidus, internal segment",0.9616506096364676,A0A087X1M8
227943,parahippocampal gyrus,SOX1,9.3794,1.3870512302448998,8.2275,CA1 field,0.9918562717308612,O00570
228013,parahippocampal gyrus,SOS2,9.5948,1.4681371811265893,8.0985,lateral tuberal nucleus,0.9424159257112844,A0A087X277
228123,parahippocampal gyrus,SORD,1.7998,1.4662406606690135,3.0769,perifornical nucleus,0.9821549391872223,Q00796
228143,parahippocampal gyrus,GJB6,10.1882,1.6915188118285154,6.8396,central glial substance,0.45993180474969253,O95452
228203,parahippocampal gyrus,SEPT9,8.7073,1.134043488426962,7.7194,VIIAt,0.7971226297731328,Q9UHD8
228518,parahippocampal gyrus,SDC1,8.391,1.0149743785668015,7.7462,lateral tuberal nucleus,0.8073939574733238,P18827
228618,parahippocampal gyrus,SDHA,1.9737,1.4007771190797569,3.1958,substantia nigra,0.9365855039800308,A0A087X1I3
228866,parahippocampal gyrus,SDF2,2.3506,1.25889552721667,3.6199,substantia nigra,0.7740455757094684,Q99470
228886,parahippocampal gyrus,DUSP1,9.5373,1.4464916742756277,8.1789,fastigial nucleus,0.9732299088118583,P28562
229006,parahippocampal gyrus,OMD,2.3958,1.241880276613827,5.6099,lateral tuberal nucleus,0.011361168120646473,Q99983
229447,parahippocampal gyrus,F12,2.8906,1.055615984616333,3.048,postcentral gyrus,0.9932311097295926,P00748
229467,parahippocampal gyrus,F13A1,2.6079,1.1620365896035836,3.0544,paraterminal gyrus,0.9907782553534277,P00488
229527,parahippocampal gyrus,PDE1C,1.8906,1.4320595820243642,3.4667,VIIAt,0.8327607773389195,A0A0A0MS69
229767,parahippocampal gyrus,PDE1A,8.6241,1.1027233811226138,8.1992,lateral tuberal nucleus,0.9810100562862564,P54750
229847,parahippocampal gyrus,AICDA,2.3641,1.2538135386516616,3.0333,substantia nigra,0.9988650096248467,Q9GZX7
230119,parahippocampal gyrus,TAPBP,2.5511,1.1834185859363597,3.7946,dentate gyrus,0.7070903164100879,A0A0A0MSV9
230129,parahippocampal gyrus,CNTFR,1.5371,1.5651323937081034,5.1503,dentate gyrus,0.18750677300899954,P26992
230647,parahippocampal gyrus,COL1A1,2.8083,1.086597292683014,3.2476,"inferior frontal gyrus, opercular part",0.9167327138729451,P02452
231077,parahippocampal gyrus,TNFRSF10B,8.5713,1.08284715917947,8.137,substantia nigra,0.9571713778179026,O14763
231087,parahippocampal gyrus,SCEL,2.5955,1.1667044902114432,3.1301,trochlear nucleus,0.9617655871853503,O95171
231167,parahippocampal gyrus,DHRS2,2.768,1.1017679696585578,3.1305,planum temporale,0.9616122837868399,Q13268
231347,parahippocampal gyrus,BBOX1,8.9682,1.232257622990717,6.6784,dentate gyrus,0.3981505351500352,O75936
231677,parahippocampal gyrus,FAM179B,8.7545,1.151811626224621,7.7751,lateral tuberal nucleus,0.8184701280156942,Q9Y4F4
232207,parahippocampal gyrus,YKT6,8.8692,1.1949897068473219,7.6123,lateral tuberal nucleus,0.7560756448219956,O15498
232307,parahippocampal gyrus,MAP1A,9.9074,1.5858134496763403,7.9239,dentate gyrus,0.8754989922615315,P78559
232407,parahippocampal gyrus,MAP4,2.0096,1.3872627939328086,3.3347,lateral tuberal nucleus,0.8833508988473237,P27816
232477,parahippocampal gyrus,MAP6,1.9753,1.4001748093239041,3.5861,lateral tuberal nucleus,0.78699971288359,Q96JE9
232605,parahippocampal gyrus,PSMB5,2.5857,1.1703936374660417,3.1788,inferior olivary complex,0.9431008984167194,P28074
232625,parahippocampal gyrus,IPO5,2.0058,1.3886932796029592,3.7036,emboliform nucleus,0.7419668395711848,O00410
232967,parahippocampal gyrus,PYY,2.6904,1.1309799928174211,3.0542,"inferior frontal gyrus, opercular part",0.9908549070526829,P10082
233431,parahippocampal gyrus,NID2,9.0168,1.2505527818247475,7.0315,substantia nigra,0.5334791101850168,A0A087WZP6
233847,parahippocampal gyrus,REG1A,10.4093,1.7747504912154308,6.749,lateral tuberal nucleus,0.4252085849871059,P05451
234072,parahippocampal gyrus,GAS6,1.8134,1.4611210277442646,3.7241,caudal group of intralaminar nuclei,0.7341100403975311,Q14393
234082,parahippocampal gyrus,GATA4,2.2268,1.3054992445757843,3.1192,abducens nucleus,0.9659431047947563,A0A087WZ09
234462,parahippocampal gyrus,GATA6,2.1166,1.3469833290101492,4.5239,substantia nigra,0.4275798950761542,Q92908
234482,parahippocampal gyrus,GATA3,1.456,1.5956619694578948,3.8048,dorsal motor nucleus of the vagus,0.7031810797480748,P23771
234592,parahippocampal gyrus,SH2B3,2.6325,1.152776077107346,3.0359,dentate gyrus,0.9978685375345298,Q9UQQ2
234857,"globus pallidus, internal segment",RAB11B,2.279,1.285848888791085,5.1494,lateral tuberal nucleus,0.18785170565564763,Q15907
234967,parahippocampal gyrus,SLC13A2,1.9476,1.4106022969721066,3.1418,fastigial nucleus,0.9572814627789236,Q13183
235366,parahippocampal gyrus,LPHN3,3.018,1.0076570703065502,3.0767,"inferior frontal gyrus, opercular part",0.9822315908864774,A0A0A0MTH7
235426,parahippocampal gyrus,ZNF365,9.084,1.275849791570567,8.1549,CA1 field,0.964031704901239,Q70YC4
235654,"globus pallidus, internal segment",CTNND2,8.6239,1.1026480924031323,8.2295,"inferior frontal gyrus, opercular part",0.992622788723413,Q9UQB3
235750,parahippocampal gyrus,CD52,8.6066,1.0961356181679731,8.1449,tuberomammillary nucleus,0.9601991199384812,P31358
235940,parahippocampal gyrus,MFSD11,2.6369,1.1511197252787508,3.3558,dentate gyrus,0.8752641445759045,O43934
236130,parahippocampal gyrus,FOXO4,8.927,1.216748146777506,8.1701,CA1 field,0.969857234044631,P98177
236200,parahippocampal gyrus,ZPBP,9.0683,1.2699396270912613,8.0605,perifornical nucleus,0.9278521028528043,Q9BS86
236360,parahippocampal gyrus,SOCS1,8.8207,1.1767321923730327,8.075,lateral tuberal nucleus,0.9334093510488033,O15524
236500,parahippocampal gyrus,PTMA,9.2056,1.321625333015384,8.1786,lateral tuberal nucleus,0.9731149312629751,A0A087WUT1
236510,parahippocampal gyrus,NREP,9.4932,1.4298905116299334,8.2418,VIIAf,0.9973368682276051,Q16612
236744,parahippocampal gyrus,UBR2,2.9181,1.0452637856876124,3.149,substantia nigra,0.9545220016057379,Q8IWV8
236924,short insular gyri,VIPR2,2.7169,1.1210042374861082,3.0602,basomedial nucleus,0.988555356075028,P41587
237284,parahippocampal gyrus,EN2,2.7804,1.097100069050698,3.4089,"inferior frontal gyrus, opercular part",0.85491311842366,P19622
237344,parahippocampal gyrus,SPAG4,1.9499,1.409736476698068,5.0392,pineal gland,0.23008679194523965,Q9NPE6
237354,parahippocampal gyrus,SP4,9.9267,1.5930788111063152,8.2339,VIIIA,0.9943091261070266,Q02446
237739,short insular gyri,USP20,2.8962,1.0535079004708483,4.2555,substantia nigra,0.5304464754765764,Q9Y2K6
237779,parahippocampal gyrus,ADAM28,9.55,1.45127250796271,8.1624,lateral tuberal nucleus,0.9669061436233075,Q9UKQ2
237933,parahippocampal gyrus,ARID5A,2.5991,1.1653492932607743,3.094,postcentral gyrus,0.9756012189009063,Q03989
238033,parahippocampal gyrus,SLC51B,8.9326,1.2188562309229916,8.2414,basomedial nucleus,0.9971835648290952,Q86UW2
238133,parahippocampal gyrus,JUP,2.3716,1.2509902116711014,3.2203,dentate gyrus,0.9271956708212741,P14923
238553,parahippocampal gyrus,JUN,2.6324,1.1528137214670868,3.2199,substantia nigra,0.9273489742197843,P05412
238573,parahippocampal gyrus,NCBP1,9.1932,1.316957432407524,7.8053,central glial substance,0.8300445346032229,Q09161
239049,parahippocampal gyrus,DHRS7B,8.6645,1.1179317024578983,5.5703,substantia nigra,0.026538204573167787,Q6IAN0
239059,parahippocampal gyrus,ESRRB,1.9392,1.413764423190334,3.1493,cuneus,0.9544070240568551,O95718
239299,parahippocampal gyrus,DHCR7,8.6558,1.1146566431604479,7.9179,substantia nigra,0.873199441283877,Q9UBM7
239319,parahippocampal gyrus,RNASE8,1.5943,1.5435998199363639,4.036,central glial substance,0.6145717154091124,Q8TDE3
239529,parahippocampal gyrus,SEC23A,2.7841,1.0957072277402884,3.8604,"inferior frontal gyrus, opercular part",0.6818719073551409,Q15436
239997,parahippocampal gyrus,CAP2,8.5363,1.0696716332701888,6.9962,substantia nigra,0.5199500852664812,A0A087WZ15
240037,parahippocampal gyrus,DNMT3A,2.5427,1.1865807121545873,3.0376,basomedial nucleus,0.997216998090861,Q9Y6K1
240082,parahippocampal gyrus,TAF5,8.5307,1.0675635491247033,8.245,dentate gyrus,0.9985632954156876,Q15542
240418,parahippocampal gyrus,SYN3,2.9864,1.0195526879846437,3.0415,"paracentral lobule, anterior part",0.9957222899553853,A0A087WTG8
240478,parahippocampal gyrus,BRDT,1.7005,1.503621509891631,3.1508,ventromedial hypothalamic nucleus,0.9538321363124416,Q58F21
240562,short insular gyri,RUSC2,8.4238,1.027321728561785,8.1773,dentate gyrus,0.9726166952178171,Q8N2Y8
240572,parahippocampal gyrus,KIAA0319,9.5475,1.4503313989691895,8.2281,paraventricular nuclei of thalamus,0.9920862268286268,A0A087X0U9
240722,parahippocampal gyrus,CNGB1,9.5317,1.444383590130143,8.2007,CA1 field,0.9815849440306701,Q14028
240772,parahippocampal gyrus,MAK,2.1071,1.3505595431855255,3.4096,CA1 field,0.854644837476267,P20794
241339,parahippocampal gyrus,MAGEB1,8.4973,1.054990332971275,7.6905,substantia nigra,0.7860464592307623,P43366
241379,parahippocampal gyrus,MAL,1.9487,1.4101882090149578,4.4988,central glial substance,0.43719968333267656,P21145
241687,parahippocampal gyrus,STK17A,9.0561,1.2653470152028834,8.2265,substantia nigra,0.9914730132345856,Q9UEE5
242067,parahippocampal gyrus,CDC5L,2.6212,1.1570298897580567,3.7163,substantia nigra,0.7370994566684823,Q99459
242317,parahippocampal gyrus,ISCA1,2.0282,1.3802609430210193,4.0815,inferior olivary complex,0.5971334538285636,Q9BUE6
242377,parahippocampal gyrus,STAG2,2.0752,1.3625680939428417,3.8251,VIIAt,0.6954009322736763,Q8N3U4
242485,parahippocampal gyrus,TRAF3IP2,8.8823,1.1999211179733675,8.0274,CA1 field,0.9151662466260759,O43734
242785,"globus pallidus, internal segment",NR6A1,8.639,1.108332390723993,7.4013,lateral tuberal nucleus,0.6752081021078038,Q15406
242915,parahippocampal gyrus,DPP3,1.7397,1.4888649208732363,4.375,caudal group of intralaminar nuclei,0.48464708517161936,Q9NY33
242945,parahippocampal gyrus,TSPAN32,2.4198,1.2328456302760342,3.238,"lateral group of nuclei, dorsal division",0.9204119954371925,Q96QS1
242955,parahippocampal gyrus,ATP9A,1.7436,1.487396790843345,3.2998,inferior olivary complex,0.8967266203673488,A0A0A0MR22
242985,parahippocampal gyrus,GCHFR,2.0779,1.36155169622984,3.0473,central glial substance,0.9934993906769858,A0A087WTI4
243489,parahippocampal gyrus,DIRAS3,8.7258,1.1410076949790102,7.4722,substantia nigra,0.7023811294937573,O95661
243519,parahippocampal gyrus,TRAIP,9.369,1.383136216831856,7.336,central glial substance,0.6501813223009948,Q9BWF2
243549,parahippocampal gyrus,IL1A,2.1946,1.317620728412323,3.2336,paraterminal gyrus,0.922098332820806,P01583
243589,parahippocampal gyrus,IKBKB,2.2634,1.2917214089106503,3.2468,arcuate nucleus of medulla,0.9170393206699656,O14920
244109,parahippocampal gyrus,CCPG1,8.7034,1.1325753583970706,7.6632,substantia nigra,0.7755835022824331,Q9ULG6
244119,parahippocampal gyrus,GRM1,2.3106,1.2739532711129913,3.1052,paraventricular nucleus of the hypothalamus,0.9713087237426175,Q13255
244279,parahippocampal gyrus,NDUFAF5,2.585,1.1706571479842276,3.153,nucleus subceruleus,0.9529889676206347,Q5TEU4
244309,parahippocampal gyrus,CENPF,2.1293,1.3422024953230671,3.2446,dorsal lateral geneiculate nucleus,0.9178824893617723,A0A087WTY4
244429,parahippocampal gyrus,PITPNA,2.6343,1.1520984786320114,3.3066,pineal gland,0.8941204625926734,Q00169
244661,parahippocampal gyrus,HLCS,2.4577,1.2185784179342698,3.2608,"inferior frontal gyrus, opercular part",0.9116737017221045,P50747
244761,parahippocampal gyrus,HMGB3,1.5873,1.5462349251182201,7.0591,substantia nigra,0.5440570446822285,O15347
245073,long insular gyri,MSANTD2,2.9225,1.043607433859017,3.2834,substantia nigra,0.9030120597062717,Q6P1R3
245183,parahippocampal gyrus,SPEF1,8.7424,1.1472566586959838,8.1687,perifornical nucleus,0.9693206721498449,Q9Y4P9
245488,short insular gyri,VCAM1,2.9771,1.0230536134405384,3.048,postcentral gyrus,0.9932311097295926,P19320
245828,short insular gyri,VBP1,2.768,1.1017679696585578,3.0591,"paracentral lobule, anterior part",0.9889769404209314,P61758
245848,parahippocampal gyrus,SNAPC1,9.9088,1.5863404707127111,8.0948,dentate gyrus,0.9409978692750639,Q16533
245856,parahippocampal gyrus,SNAI1,8.5577,1.0777275262547206,8.1033,tuberomammillary nucleus,0.9442555664934087,O95863
245946,parahippocampal gyrus,ALDH1L1,9.0903,1.2782213862342375,7.6624,dentate gyrus,0.7752768954854126,O75891
246354,parahippocampal gyrus,PDE10A,2.7386,1.112835411422354,3.1109,postcentral gyrus,0.9691241503138455,A0A087WUD0
246374,parahippocampal gyrus,C2orf54,2.4046,1.2385675729566363,3.2983,central glial substance,0.8973015081117626,Q08AI8
246594,parahippocampal gyrus,NTRK3,8.9121,1.2111391371761269,8.2386,lateral tuberal nucleus,0.9961104410395227,A0A087WX31
246825,short insular gyri,JPH2,2.8294,1.0786543327777045,3.8589,substantia nigra,0.6824467950995545,Q9BR39
246835,parahippocampal gyrus,SLIRP,2.2225,1.3071179520446388,3.1741,gracile nucleus,0.9449022133492155,A0A087WUN7
246865,parahippocampal gyrus,CEP70,2.7527,1.1075275566989007,3.7174,central glial substance,0.7366778723225789,Q8NHQ1
246892,parahippocampal gyrus,ACTL6A,2.592,1.1680220428023713,3.0844,fastigial nucleus,0.9792805004651539,O96019
247009,parahippocampal gyrus,SLC22A4,9.8456,1.5625492353565236,6.7446,dentate gyrus,0.4235222476034926,Q9H015
247381,short insular gyri,SLC22A3,8.4832,1.049682478247822,7.6328,substantia nigra,0.7639324439956491,O75751
247612,parahippocampal gyrus,SLC22A1,8.7331,1.1437557332400892,7.7857,lateral tuberal nucleus,0.8225326680762176,O15245
248008,parahippocampal gyrus,EHD2,2.8062,1.087387824237571,3.1878,"inferior frontal gyrus, opercular part",0.9396515719502372,Q9NZN4
248305,parahippocampal gyrus,SLN,8.8295,1.180044896030223,8.1987,substantia nigra,0.980818427038119,O00631
248745,parahippocampal gyrus,ADAM15,2.8553,1.0689044436048365,4.0654,lateral tuberal nucleus,0.6033039156186039,Q13444
248765,parahippocampal gyrus,TOX4,2.2349,1.3024500514367792,3.9193,central glial substance,0.659297981924497,O94842
248785,parahippocampal gyrus,AREL1,9.4616,1.41799489395184,8.1593,CA2 field,0.9657180422848526,O15033
248835,parahippocampal gyrus,FICD,2.4397,1.2253544026876144,3.047,gigantocellular group,0.9936143682258685,Q9BVA6
249070,"globus pallidus, internal segment",WDR45,8.7401,1.1463908384219452,8.1954,"paracentral lobule, anterior part",0.9795536740004084,Q9Y484
249380,parahippocampal gyrus,CTPS1,8.4008,1.0186635258214003,7.4269,CA1 field,0.685019519612464,P17812
249709,parahippocampal gyrus,KRT31,2.9225,1.043607433859017,3.0344,postcentral gyrus,0.9984434252789434,Q15323
250177,parahippocampal gyrus,CRELD1,2.895,1.0539596327877379,3.0558,substantia nigra,0.9902416934586414,Q96HD1
250433,parahippocampal gyrus,RHCE,2.7202,1.1197619736146616,3.1957,substantia nigra,0.9366238298296585,P18577
250443,parahippocampal gyrus,COL9A1,1.6857,1.50919287513327,3.3,emboliform nucleus,0.8966499686680937,P20849
250473,parahippocampal gyrus,ITGB1BP1,8.8358,1.182416490693894,8.099,trochlear nucleus,0.9426075549594226,O14713
250493,parahippocampal gyrus,TBC1D10B,2.1173,1.3467198184919635,3.1263,CA3 field,0.9632219694711983,Q4KMP7
250781,parahippocampal gyrus,UNC119,8.3554,1.0015729864990754,8.1933,lateral tuberal nucleus,0.9787488311582297,Q13432
250969,parahippocampal gyrus,PIGQ,8.5103,1.05988409973758,8.1401,"inferior frontal gyrus, opercular part",0.9583594791563576,Q9BRB3
251097,parahippocampal gyrus,IL9,2.7784,1.0978529562455142,3.2421,"globus pallidus, internal segment",0.9188406356024618,P15248
251482,parahippocampal gyrus,PBX3,8.6484,1.111870960539629,7.2131,lateral tuberal nucleus,0.6030788531087001,P40426
251672,parahippocampal gyrus,PLAGL1,2.7466,1.1098238626430896,3.1318,"inferior frontal gyrus, opercular part",0.9611140477416814,Q9UM63
251984,putamen,PLA2G5,9.334,1.3699606909225748,8.0381,"inferior frontal gyrus, opercular part",0.9192671125362268,P39877
252014,parahippocampal gyrus,NUPL2,9.8311,1.557090803194107,7.8208,central glial substance,0.8359850412954978,A0A087WZL5
252254,parahippocampal gyrus,FOXA1,8.6989,1.1308813622087344,8.1246,lateral tuberal nucleus,0.9524189724640824,P55317
252274,parahippocampal gyrus,NR4A1,8.9759,1.2351562386907589,8.1205,paraventricular nuclei of thalamus,0.9508476126293519,P22736
252508,long insular gyri,SOWAHA,3.0152,1.0087111123792925,3.0797,postcentral gyrus,0.9810818153976502,False
252568,parahippocampal gyrus,F3,2.2734,1.2879569729365699,3.6395,inferior colliculus,0.7665337091824629,P13726
252808,parahippocampal gyrus,ARMC8,2.4478,1.2223052095486093,3.0307,basomedial nucleus,0.9998614817151639,Q8IUR7
252878,parahippocampal gyrus,TECPR1,2.4397,1.2253544026876144,3.1537,trochlear nucleus,0.9527206866732416,Q7Z6L1
253112,parahippocampal gyrus,YARS,8.4497,1.037071617734653,7.9956,lateral tuberal nucleus,0.9029786264445057,P54577
253272,parahippocampal gyrus,THOC5,2.4605,1.2175243758615273,3.1871,basomedial nucleus,0.9399198528976302,Q13769
253292,parahippocampal gyrus,MKNK1,2.2683,1.289876835283351,3.417,gracile nucleus,0.8518087246038263,Q9BUB5
253472,parahippocampal gyrus,WNT5A,2.7065,1.1249192508991517,3.0521,substantia nigra,0.991659749894862,A0A087WUN1
253482,parahippocampal gyrus,KIF21A,1.8678,1.4406424960452675,3.2735,central glial substance,0.9068063188194021,Q7Z4S6
253678,long insular gyri,LRRC16A,2.8882,1.0565194492501124,3.3874,lateral tuberal nucleus,0.8631531760935895,Q5VZK9
253698,parahippocampal gyrus,PPP1R9A,1.3875,1.6214483558803447,3.8617,VIIAf,0.6813736713099824,Q9ULJ8
253708,parahippocampal gyrus,ITLN1,2.2492,1.2970669079938444,3.1223,VIIIB,0.9647550034563015,Q8WWA0
253968,parahippocampal gyrus,SNRPD3,2.452,1.2207241464394956,4.1025,inferior olivary complex,0.5890850254067721,P62318
253978,parahippocampal gyrus,KCNJ11,1.6086,1.538216676493429,3.6008,cingulum bundle,0.781365812988336,Q14654
254018,parahippocampal gyrus,MYO7B,9.448,1.4128752610270907,8.2166,"globus pallidus, internal segment",0.9876787541214552,Q6PIF6
